"image","caption","negative_caption","negative_image","type","subtype","text_score_i0","text_score_i1","image_score_c0","image_score_c1","text_score","image_score","group_score"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F832CAB2070>","A black and brown dog wearing a chain around it's neck.","A black and brown parrot wearing a chain around its neck.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2100>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F832CAB2190>","A woman that is sitting down in front of a table.","A man that is sitting down in front of a table.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2220>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=416x640 at 0x7F832CAB22B0>","A vase of flowers on a dining table.","A candelabra on a dining table.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2430>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=428x640 at 0x7F832CAB24C0>","She is cross-country skiing for the exercise it provides for her.","He is cross-country skiing for the exercise it provides for him.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2550>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F832CAB25E0>","A bus traveling on a freeway next to other traffic.","A helicopter flying over a freeway next to other traffic.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2670>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x511 at 0x7F832CAB2700>","A very big whit rest room with a shabby looking shower.","A very big whit jacuzzi with a shabby looking shower.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2790>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F832CAB2820>","An inspirion laptop sitting on the top of a table which is wood.","A macbook pro sitting on the top of a table which is wood.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB28B0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832CAB2940>","A living room and kitchen areas features red, white, and wooden furniture.","A bedroom and kitchen areas feature red, white, and wooden furniture.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB29D0>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=580x640 at 0x7F832CAB2A60>","Fish eye angle view of small kitchen with fire extinguisher at far end.","Fish eye angle view of small art gallery with fire extinguisher at far end.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2AF0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832CAB2B80>","A cat sitting on the man's lap while the man types on the laptop.","A cat sitting on the woman's lap while she types on the laptop.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2C10>","replace","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F832CAB2CA0>","A group of zebras and giraffes by a water hole.","A group of warthogs and giraffes by a water hole.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2D30>","replace","obj","True","False","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832CAB2DC0>","Young woman with sheep on straw covered floor.","A man with sheep on straw covered floor.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2E50>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F832CAB2EE0>","Giraffes in their wood and grass zoo enclosure.","Zebras in their wood and grass zoo enclosure.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CAB2F70>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x639 at 0x7F832CAB2FD0>","Woman playing in a tennis match in a tennis court.","A man playing in a tennis match in a tennis court.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CB0D0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F832C7CB160>","A dog that is wearing a dog collar smiling.","A dog that is wearing a sun hat smiling.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CB1F0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F832C7CB280>","Several cars travelling on a street with several traffic lights.","Several cars travelling on a street with several pedestrians.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CB310>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832C7CB3A0>","Some construction stucks pared on the side of the road.","Some flowers stuck on the side of the road.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CB430>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F832C7CB4C0>","A fish eye view of a bus rounding a curve on a city street.","A fish eye view of a bicycle rounding a curve on a city street.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CB550>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832C7CB5E0>","Suitcase with stickers outside on table in city.","A backpack with stickers outside on table in city.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CB670>","replace","obj","False","True","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832C7CB700>","Eight doughnuts sitting on a white serving tray.","Eight muffins sitting on a white serving tray.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CB790>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7F832C7CB820>","A two layered cake sits on a table top.","A flower vase sits on a table top.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CB8B0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832C7CB940>","An old doctors office with two windows with curatins.","An old library with two windows with curtains.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CB9D0>","replace","obj","False","True","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F832C7CBA60>","The woman is playing a game of tennis on the court.","The man is playing a game of tennis on the court.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CBAF0>","replace","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=300x451 at 0x7F832C7CBB80>","A girl with a kite running in the grass.","A boy with a kite running in the grass.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CBC10>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=300x451 at 0x7F832C7CBCA0>","A little girl is running with her kite in a open field.","A man is running with his kite in an open field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CBD30>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C7CBDC0>","A cat sitting in a tree, staring at the camera.","A squirrel sitting in a tree, staring at the camera.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CBE50>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C7CBEE0>","A man standing on a street with a umbrella.","A woman standing on a street with an umbrella.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7CBF70>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x400 at 0x7F832C7CBFD0>","A person is near a row of luggage carts as one man pushes a cart.","A child is near a row of luggage carts as one man pushes a cart.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7ED0D0>","replace","obj","False","True","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C7ED160>","A herd of cattle is feeding at the river's edge.","A group of birds is perched at the river's edge.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7ED1F0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F832C7ED280>","A group of horses are grazing in the field.","A group of cows are grazing in the field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7ED310>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F832C7ED3A0>","A lady holding a hotdog in an outside eating area.","A gentleman holding a hotdog in an outside eating area.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7ED430>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F832C7ED4C0>","A baby holds a toothbrush in its hand.","A grandma holds a toothbrush in her hand.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7ED550>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832C7ED5E0>","People using electronic devises all facing in the same direction.","Animals using electronic devices all facing in the same direction.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7ED670>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=458x640 at 0x7F832C7ED700>","A cat pears into the bowl of a toilet.","A dog peers into the bowl of a toilet.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7ED7C0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832C7ED850>","There is a group of sheep grazing on the grass in the field.","There is a group of cows grazing on the grass in the field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7ED8E0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C7ED970>","Baseball players prepare for the next pitch in a game.","Football players prepare for the next play in a game.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7EDA00>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F832C7EDA90>","A white car parked on a street in the rain.","A white bicycle parked on a street in the rain.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7EDB20>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=287x640 at 0x7F832C7EDBB0>","A man catching a green frisbee next to a  field.","A woman catching a green frisbee next to a field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7EDC40>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C7EDCD0>","Several basketball players in the middle of a game.","Several volleyball players in the middle of a game.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7EDD60>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F832C7EDDF0>","A boy and a man playing with kites on the beach.","A girl and a man playing with kites on the beach.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7EDE80>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F832C7EDF10>","A boy running while holding onto a kite string.","A girl running while holding onto a kite string.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C7EDFA0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F832C1E7040>","Several bottles are displayed in a commercial refrigerator.","Several fruits are displayed in a commercial refrigerator.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7100>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832C1E7190>","A man is cooking in an outdoor state of the art commercial looking oven in the midst of a farm.","A woman is cooking in an outdoor state of the art commercial looking oven in the midst of a farm.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7220>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7F832C1E72B0>","A small airplane is flying in the sky.","A hot air balloon is floating in the sky.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7340>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x424 at 0x7F832C1E73D0>","A bus is stopped on a dark road.","A police car is stopped on a dark road.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7460>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=353x500 at 0x7F832C1E74F0>","Two little girls are dressed in uniform preparing for the day.","Two little girls are dressed in costumes preparing for a play.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E75B0>","replace","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x512 at 0x7F832C1E7640>","A large bus on the side of a street.","A bicycle on the side of a street.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E76D0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C1E7760>","Theres a number 41 bus with a green stripe on it.","There's a taxi with a green stripe on it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E77F0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832C1E7880>","The boy is looking back at a wave in the ocean.","The girl is looking back at a wave in the ocean.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7940>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7F832C1E79D0>","A photo of a woman that she took of herself.","A photo of a man that he took of himself.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7A60>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C1E7AF0>","A man holding a stick while looking up.","A woman holding a stick while looking up.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7B80>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C1E7C10>","Men are standing on the street behind a barrier, using their cell phones.","Women are standing on the street behind a barrier, using their cell phones.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7CA0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C1E7D30>","A man stands with his arms crossed as he looks at a clock.","A woman stands with her arms crossed as she looks at a clock.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7DC0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=486x640 at 0x7F832C1E7E50>","A skateboarder is doing tricks on a ramp.","A bicyclist is doing tricks on a ramp.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7EE0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C1E7F70>","Two young children sitting on the ground playing nintendo.","Two young children sitting on a couch playing nintendo.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1E7FD0>","replace","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x500 at 0x7F832C1F00D0>","The black and white photo shows a truck tilting a large cargo crate.","The black and white photo shows a boat tilting a large cargo crate.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F0160>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F832C1F01F0>","A man holding a tennis racquet on a tennis court.","A child holding a tennis racquet on a tennis court.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F0280>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x370 at 0x7F832C1F0310>","A man is sleeping with his head on a pillow.","A woman is sleeping with her head on a pillow.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F03A0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7F832C1F0430>","The new motorcycle on display is very shiny.","The new boat on display is very shiny.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F04C0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832C1F0550>","A man uses a laptop in an otherwise dark room.","A woman uses a laptop in an otherwise dark room.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F05E0>","replace","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x396 at 0x7F832C1F0670>","Two people sitting on a bench overlooking a body of water.","Two people sitting on a hammock overlooking a body of water.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F0700>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C1F0790>","An elephant walks around his exhibit at the zoo.","A giraffe walks around its exhibit at the zoo.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F0820>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7F832C1F08B0>","A boy with a kite is standing on a sidewalk.","A grandmother with a kite is standing on a sidewalk.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F0940>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C1F09D0>","Two people are at a computer desk with a mouse.","Two gorillas are at a computer desk with a mouse.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F0A60>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F832C1F0AF0>","Two vases filled with flowers on a table.","Two vases filled with candles on a table.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F0BB0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7F832C1F0C40>","A guy holding a skate board is speaking into a microphone.","A girl holding a skate board is speaking into a microphone.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F0CD0>","replace","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x478 at 0x7F832C1F0D60>","A small clean bathroom that is well lit.","A small clean bedroom that is well lit.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F0DF0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832C1F0E80>","A man standing next to a dog on the ground.","A woman standing next to a dog on the ground.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832C1F0F10>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832C1F0FA0>","Two people standing next to each other on a ski slope.","Two trees standing next to each other on a ski slope.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCB070>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x281 at 0x7F832CBCB100>","A man walking down a street smoking a cigarette.","A woman walking down a street smoking a cigarette.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCB190>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832CBCB220>","A group of people standing around a boat on a river.","A group of birds standing around a boat on a river.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCB2B0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F832CBCB340>","A man sits on a bench underneath trees.","A woman sits on a bench underneath trees.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCB5B0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832CBCB640>","A bride and groom are cutting a cake as they smile.","A bride and bridesmaid are cutting a cake as they smile.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCB6D0>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832CBCB760>","A girl swinging a tennis racket in a match.","A boy swinging a tennis racket in a match.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCB7F0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7F832CBCB880>","A bathroom sink with a towel rack, hair dryer and a mirror.","A bathroom sink with a towel rack, toothbrush and a mirror.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCB910>","replace","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x424 at 0x7F832CBCB9A0>","A bird sitting in front of the water with a bear on the other side.","A frog sitting in front of the water with a bear on the other side.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCBA30>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x359 at 0x7F832CBCBAC0>","The restored old time car is parked near a four engine airplane.","The restored old time car is parked near a boat.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCBB50>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x423 at 0x7F832CBCBBE0>","People stand near the curb behind a lime green double-decked bus.","Bicycles stand near the curb behind a lime green double-decked bus.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCBC70>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832CBCBD00>","A black road bicycle leaning against a bed.","A black sled leaning against a bed.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCBD90>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x621 at 0x7F832CBCBE20>","A man purses his lips while holding up an orange in front of his face.","A woman purses her lips while holding up an orange in front of her face.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCBEB0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832CBCBF40>","Two monkeys are sitting on some tree branches.","Two birds are sitting on some tree branches.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBCBFD0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832CBE80A0>","A man is staring at something in his hand.","A woman is staring at something in her hand.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBE8130>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x468 at 0x7F832CBE81C0>","A large round cake is sitting on a plate.","A large round pie is sitting on a plate.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBE8250>","replace","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832CBE82E0>","Athletes performing tricks on a bmx bicycle and a skateboard.","Spectators watching tricks on a bmx bicycle and a skateboard.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBE8370>","replace","obj","True","False","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x302 at 0x7F832CBE8400>","Many small children are posing together in the black and white photo.","Many small puppies are posing together in the black and white photo.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBE8490>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F832CBE8520>","A man is drinking water from a red bottle.","A woman is drinking water from a red bottle.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBE85B0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7F832CBE8640>","A bedroom with a bed and a flat screen tv on top of a wooden dresser.","A bedroom with an armchair and a flat screen tv on top of a wooden dresser.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CBE86D0>","replace","obj","True","False","True","False","False","False","False"
