"filename","caption","negative_caption","type","subtype","correct"
"000000219578.jpg","A cat and a dog rest together on a hideous orange couch.","A cat and a dog rest together on a hideous orange couch next to a lamp.","add","obj","1"
"000000205105.jpg","A man throws a tennis ball and poses his racquet. ","A man and a child throw a tennis ball and pose their racquets.","add","obj","1"
"000000514508.jpg","A man in  a jacket standing near a  giant tv","A man and a dog in jackets are standing near a giant TV.","add","obj","1"
"000000466125.jpg","A child with a backpack underneath an umbrella.","A child with a backpack and a ball underneath an umbrella.","add","obj","1"
"000000261061.jpg","A blurred action photo of a girl throwing a disc","A blurred action photo of a girl and a dog throwing a disc.","add","obj","1"
"000000163314.jpg","People are walking in front of some shops.","People are walking in a parking lot in front of some shops.","add","obj","1"
"000000441286.jpg","A person riding waves in a body of water.","A person riding waves with a dolphin in a body of water.","add","obj","1"
"000000410880.jpg","A stuffed bear is sitting outside an eatery.","A stuffed bear and an umbrella are sitting outside an eatery.","add","obj","1"
"000000480985.jpg","A brand new motorcycle on display at a show.","A brand new motorcycle with a helmet on display at a show.","add","obj","0"
"000000365387.jpg","A room with a sink, bed and toilet in it","A room with a sink, bed, toilet, and a painting in it.","add","obj","1"
"000000030675.jpg","The freight train is painted orange and yellow. ","An orange and yellow painted freight train and an airplane are passing by.","add","obj","1"
"000000165351.jpg","Sliced bananas sit on top of a pastry dish on a plate.","Sliced bananas sit on top of a pastry dish on a plate with a fork next to it.","add","obj","1"
"000000460494.jpg","Assorted meal sitting on a plate with a white glass of milk.","Assorted meal sitting on a plate with a white glass of milk and a glass of orange juice.","add","obj","1"
"000000187243.jpg","A woman laying on a bathroom floor next to a toilet.","A woman and a chair are laying on a bathroom floor next to a toilet.","add","obj","1"
"000000356347.jpg","A wooden handle in a pot with soup or stew next to an empty bowl.","A wooden handle in a pot with soup or stew next to an empty bowl and a fork.","add","obj","1"
"000000534827.jpg","People are riding on motorcycles together down a street.","People are riding on motorcycles together down a street while a helicopter flies overhead.","add","obj","1"
"000000564133.jpg","A herd of elephants are marching triumphantly through a field.","A herd of elephants are marching triumphantly through a river.","add","obj","1"
"000000015079.jpg","Two sandwiches have been halved and placed on a plate with a knife.","Two sandwiches have been halved and placed on a plate with a spoon and a knife.","add","obj","1"
"000000057238.jpg","A corner of a kitchen with a big fridge.","A corner of a kitchen with a big fridge and a microwave.","add","obj","1"
"000000512194.jpg","A vase of flowers are sitting in a sunny window.","A vase of flowers are sitting on a bookshelf in a sunny window.","add","obj","1"
"000000015278.jpg","There is some salmon and broccoli with garlic on this plate.","There is some spinach, salmon, broccoli, and garlic on this plate.","add","obj","1"
"000000183127.jpg","a man is riding a surfboard at the beach","A man and a girl are riding surfboards at the beach.","add","obj","1"
"000000472046.jpg","a kitchen with two pineapples on the counter and a wok pot on the burner.","A kitchen with two pineapples on the counter, a wok pot on the burner, and paintings on the walls.","add","obj","1"
"000000489842.jpg","A black and white image of people sitting near a santa","A black and white image of people sitting near a santa and a penguin.","add","obj","1"
"000000030504.jpg","A person going up a snow hill on skis.","A person going up a snow hill on skis near an igloo.","add","obj","1"
"000000136355.jpg","A kitchen with wooden furniture and a vase filled with red flowers.","A kitchen with wooden furniture, a vase filled with red flowers, and a fish tank.","add","obj","1"
"000000135673.jpg","Two planes fly in the air near each other.","Two planes and a hot air balloon fly in the air near each other.","add","obj","1"
"000000315001.jpg","An ocean view with dozens of birds in the sky.","An ocean view with dozens of sailboats and birds in the sky.","add","obj","1"
"000000319935.jpg","A living room with white furniture and a small wooden table.","A living room with white furniture, a small wooden table, and a cozy fireplace.","add","obj","1"
"000000029596.jpg","A room with a couch, table set with dinnerware and a television. ","A room with a couch, chandelier, table set with dinnerware, and a television.","add","obj","1"
"000000058350.jpg","A young woman poses comically with a piece of pizza in her mouth.","A young woman poses comically with a guitar in her hand and a piece of pizza in her mouth.","add","obj","1"
"000000026465.jpg","A computer sitting on top of a table.","A computer sitting on top of a table with a lamp.","add","obj","1"
"000000536947.jpg","An area outside a dwelling that has been flooded with standing water and trash piled up.","An area outside a dwelling that has been flooded with standing water, rocks, and trash piled up.","add","obj","1"
"000000561366.jpg","a table with a calculator and phone siting on it","A table with a notebook, calculator, and phone sitting on it.","add","obj","1"
"000000102356.jpg","a woman sits on a motor bike with a cart extended ","A woman and a dog sit on a motor bike with a cart extended.","add","obj","1"
"000000263796.jpg","An old toilet painted red with a wooden lid. ","An old toilet painted red with a wooden lid and a hanging plant.","add","obj","1"
"000000099242.jpg","An older man is skiing down a snowy mountain.","An older man and a child are skiing down a snowy mountain.","add","obj","1"
"000000080057.jpg","A teddy bear is sitting near to a toy with pegs.","A teddy bear is sitting near to a toy with pegs and building blocks.","add","obj","0"
"000000525155.jpg","The man with the black sweatshirt carries a wooly sheep.","The man with the black sweatshirt carries a wooly sheep and a goose.","add","obj","1"
"000000580294.jpg","A lady is preparing pancakes in a charming white kitchen.","A lady is preparing pancakes in a charming white kitchen with a mixing bowl.","add","obj","1"
"000000349837.jpg","A picture of a variety of refrigerators on display. ","A picture of a variety of refrigerators and dishwashers on display.","add","obj","1"
"000000288042.jpg","A man holding an umbrella next to a waterway.","A man holding an umbrella next to a waterway with a sailboat passing by.","add","obj","1"
"000000508730.jpg","Two naked babies on training toilets in a bathroom","Two naked babies on training toilets with a rubber duck in a bathroom.","add","obj","1"
"000000339442.jpg","A sandwich with meat sitting next to grapes and an apple.","A sandwich with cheese and meat sitting next to grapes and an apple.","add","obj","0"
"000000508730.jpg","A couple of little girls sitting next to each other in a bathroom.","A couple of little girls sitting next to each other with a rubber duck in a bathroom.","add","obj","1"
"000000273132.jpg","An old woman sitting on a bench next to a fence.","An old woman sitting on a bench next to a flower pot and a fence.","add","obj","1"
"000000157124.jpg","Scene of sinks in the process of being completed","Scene of sinks and mirrors in the process of being completed.","add","obj","1"
"000000525155.jpg","A man in black carrying a sheep on his shoulders.","A man in black carrying a sheep on his shoulders and a backpack.","add","obj","1"
"000000227187.jpg","A small black and orange bird is perched on a table with banana peels in it.","A small black and orange bird is perched on a table with banana peels and candy wrappers in it.","add","obj","1"
"000000122606.jpg","A bus parked to the side of an empty road.","A bus parked to the side of an empty road with a bicycle leaning against a nearby tree.","add","obj","1"
"000000117425.jpg","A toddler celebrates his birthday with a cupcake.","A toddler celebrates his birthday with a toy car and a cupcake.","add","obj","1"
"000000137576.jpg","All of the cows are poking their heads out, eating some hay. ","All of the cows are poking their heads out, eating some corn and hay.","add","obj","1"
"000000101068.jpg","A baseball player holding a bat while standing on a field.","A baseball player holding a bat while standing on a field with teammates.","add","obj","1"
"000000025560.jpg","A cat perches on top of an entertainment center in front of a TV.","A cat and a bird perch on top of an entertainment center in front of a TV.","add","obj","1"
"000000486479.jpg","A dog peeking out from under some covers.","A dog and a cat peeking out from under some covers.","add","obj","1"
"000000235836.jpg","A boy playing baseball about to hit a ball.","A boy playing baseball and a person playing guitar are in a park.","add","obj","1"
"000000166521.jpg","A living room with two televisions decorated for the holiday.","A living room with two televisions and a fireplace decorated for the holiday.","add","obj","1"
"000000108026.jpg","A person uses a black computer keyboard on a wooden desk.","A person uses headphones and a black computer keyboard on a wooden desk.","add","obj","1"
"000000560266.jpg","Two brown bears playing open mouthed in a pond.","Two brown bears playing open mouthed among water lilies in a pond.","add","obj","1"
"000000579818.jpg","A train driving over a small bridge on a green hillside.","A train driving over a small bridge near a waterfall on a green hillside.","add","obj","1"
"000000009483.jpg","A man by desk with mixing equipment, a keyboard and a computer monitor.","A man by desk with mixing equipment, a keyboard, a guitar, and a computer monitor.","add","obj","1"
"000000340930.jpg","Closeup of a cup holding scissors and other pens and pencils.","Closeup of a cup holding scissors, pens, pencils, and tape.","add","obj","1"
"000000053994.jpg","A parking meter with a sidewalk and fence in the background. ","A parking meter with a sidewalk, fence, and bench in the background.","add","obj","1"
"000000557501.jpg","A colorful public restroom with striped walls and yellow counter.","A colorful public restroom with striped walls, a yellow counter, and a beautiful mural painting.","add","obj","1"
"000000111951.jpg","A bathroom with a glass shower, glass and wood vanity and a toilet.","A bathroom with a glass shower, glass and wood vanity, a plant, and a toilet.","add","obj","1"
"000000519522.jpg","A clock tower on top of a tall historic building.","A clock tower on top of a tall historic building with a flag pole.","add","obj","1"
"000000140658.jpg","The exterior of a building with a clock.","The exterior of a building with a clock and a flower bed.","add","obj","1"
"000000157124.jpg","A white sink placed in the middle of a constructed kitchen.","A white sink and a dishwasher are placed in the middle of a constructed kitchen.","add","obj","1"
"000000545826.jpg","A cat on a stool with something on its head","A cat and a bird are on a stool with something on their heads.","add","obj","1"
"000000290843.jpg","A cat is sitting on the bed near a person using a laptop.","A cat is sitting on the bed near a person using a laptop and a plant.","add","obj","1"
"000000034139.jpg","a huge suitcase with a bunch of stickers on it","A huge suitcase and a backpack with a bunch of stickers on them.","add","obj","0"
"000000252219.jpg","People walking past a homeless man begging on a city street","People walking past a homeless man with an umbrella begging on a city street.","add","obj","1"
"000000155179.jpg","A dense cake with fruit in it sitting on a blue plate.","A dense cake with a candle and fruit in it sitting on a blue plate.","add","obj","1"
"000000302165.jpg","A herd of cows laying on dry grass.","A herd of cows laying on rocks and dry grass.","add","obj","1"
"000000163257.jpg","A man holding a pink umbrella standing on his tip toes.","A man and a child holding a pink umbrella standing on their tip toes.","add","obj","1"
"000000127517.jpg","Several surfboards standing in a row on the beach ","Several surfboards and kites standing in a row on the beach.","add","obj","1"
"000000172547.jpg","A grassy hill side with some animals in the distance ","A grassy hill side and a river with some animals in the distance.","add","obj","0"
"000000226147.jpg","a woman in a white top at a table with food","A woman in a white top is at a table with food and a placemat.","add","obj","0"
"000000011051.jpg","A woman pinning a flower onto a man's blazer.","A woman and a child are pinning a flower onto a man's blazer.","add","obj","1"
"000000176778.jpg","A toilet and a bathtub in a bathroom with a cat next to it","A sink and a toilet with a bathtub in a bathroom with a cat next to it.","add","obj","0"
"000000489842.jpg","Many children sit around a person in a Santa costume.","Many children and a dog sit around a person in a Santa costume.","add","obj","1"
"000000537506.jpg","A person is holding two apples on a plate at sum sort of celebration.","A person holding two apples on a plate and a balloon at some sort of celebration.","add","obj","0"
"000000493286.jpg","The restored old time car is parked near a four engine airplane.","The restored old time car is parked near a four engine airplane and a helicopter.","add","obj","1"
"000000544565.jpg","a plate of scones covered with chocolate sauce","A teacup and a plate of scones covered with chocolate sauce are on the table.","add","obj","1"
"000000461275.jpg","Street signs on the corner of Furnace St and Crapo St.","A park bench and street signs are on the corner of Furnace St and Crapo St.","add","obj","1"
"000000036861.jpg","A black and red parking meter on sidewalk next to a street.","A black and red parking meter on a sidewalk next to a bench and a street.","add","obj","1"
"000000138115.jpg","An old man making duck lips while holding an orange.","An old man and a child are making duck lips while holding an orange.","add","obj","1"
"000000038576.jpg","A mouse, keyboard, and a monitor on a desk.","A mouse, keyboard, lamp, and a monitor are on a desk.","add","obj","1"
"000000441286.jpg","A man surfing the waves on a surfboard in the ocean. ","A man surfing the waves with a seagull on a surfboard in the ocean.","add","obj","1"
"000000561366.jpg","A calculator and cell phone lay on a desk in front of a keyboard","A calculator and cell phone lay on a desk in front of a vase and a keyboard.","add","obj","1"
"000000034071.jpg","Two parking meters with the light of the sunset reflecting off one.","Two parking meters with the light of the sunset reflecting off one and clouds in the background.","add","obj","1"
"000000322864.jpg","Two guiding signs are pictured in front of a busy street.","Two guiding signs and parking meters are pictured in front of a busy street.","add","obj","1"
"000000475064.jpg","A person standing before a big sign holding up a pastry.","A person standing before a big sign holding up a pastry and a coffee mug.","add","obj","1"
"000000051598.jpg","A black trash bag in a restroom next to a sink.","A black trash bag in a restroom next to a toilet bowl and a sink.","add","obj","1"
"000000176778.jpg","A cat in a bathroom with a tub and a toilet. ","A cat and a bird are in a bathroom with a tub and a toilet.","add","obj","1"
"000000259571.jpg","Bunch of people sitting in the back of a dump truck","A bunch of people with musical instruments are sitting in the back of a dump truck.","add","obj","1"
"000000347693.jpg","a room with some big window on the side of it ","A room with a big window and a potted plant on the side of it.","add","obj","1"
"000000371677.jpg","This computer set up has two monitors and an ergonomic keyboard.","This computer set up has two monitors, an ergonomic keyboard, and a cactus.","add","obj","1"
"000000191013.jpg","Vehicles riding in front of building with a huge clock on it.","Vehicles are riding next to a river with a huge clock on a building.","add","obj","1"
"000000519522.jpg","Clock tower next to a large building in a city.","A clock tower next to a large building and a park in a city.","add","obj","1"
"000000322864.jpg","A yellow taxi cab sitting below tall buildings.","A yellow taxi cab and a bicycle are sitting below tall buildings.","add","obj","1"
"000000136355.jpg","A kitchen table and chairs with greenery and tulips.","A kitchen table with stools and chairs, greenery, and tulips.","add","obj","1"
"000000284296.jpg","Three giraffe drinking from a pond with brush in back.","Three giraffe and some flamingos are drinking from a pond with brush in the back.","add","obj","1"
"000000344059.jpg","Two tall giraffes standing next to each other by trees.","Two tall giraffes standing next to each other by trees and birds.","add","obj","1"
"000000021167.jpg","A couple is dressed in black and the male has a drink.","A couple and a dog are dressed in black and the male has a drink.","add","obj","1"
"000000067406.jpg","A kite flying around a park with two men near it.","A kite flying around a park with a child and two men near it.","add","obj","1"
"000000415238.jpg","The painting is of a vase of flowers on a table.","The painting is of a vase of flowers on a table with a lamp.","add","obj","1"
"000000031050.jpg","a vase with flowers on a display near a wall","A vase and a lamp with flowers on a display near a wall.","add","obj","1"
"000000268996.jpg","A green street sign on a pole in front of a tall building.","A green street sign and a traffic light on a pole in front of a tall building.","add","obj","1"
"000000036861.jpg","A parking meter on the side of the street with a ring for attaching bicycles.","A parking meter on the side of the street with a ring for attaching bicycles and a scooter rental machine.","add","obj","1"
"000000038576.jpg","A tall monitor is near a keyboard and a mouse.","A tall monitor and a flower vase are near a keyboard and a mouse.","add","obj","1"
"000000111179.jpg","A building top with a clock on it.","A building top with a clock and a flagpole on it.","add","obj","1"
"000000144798.jpg","A cup sits on the edge of a white tub in a bathroom.","A cup and a plant sit on the edge of a white tub in a bathroom.","add","obj","1"
"000000298396.jpg","A very clean and cozy looking kitchen that could be in a home magazine.","A very clean and cozy looking kitchen with a sunflower that could be in a home magazine.","add","obj","0"
"000000177714.jpg","A serving of food on a white plate.","A serving of food and a fork on a white plate.","add","obj","1"
"000000552902.jpg","A zebra out and about eating some grass","A zebra and a giraffe out and about eating some grass.","add","obj","1"
"000000177935.jpg","A large white kitchen range with gold towels on the front.","A large white kitchen range and a coffee maker with gold towels on the front.","add","obj","1"
"000000326248.jpg","A tennis court has a few people in the bleachers.","A tennis court has a few people and umbrellas in the bleachers.","add","obj","0"
"000000385190.jpg","a street corner is boarded by painted walls","A park bench is placed at a street corner boarded by painted walls.","add","obj","1"
"000000191013.jpg","A large clock on the side of a building above cars on the street.","A large clock and a billboard on the side of a building above cars on the street.","add","obj","1"
"000000334483.jpg","many people standing near a table with cake","Many people standing near a table with cake and balloons.","add","obj","1"
"000000312421.jpg","A briefcase with decorated with stickers placed on a table.","A briefcase with decorated with stickers and sunglasses placed on a table.","add","obj","1"
"000000286994.jpg","An elephant drinking water while the rest of the herd is walking in dry grass.","A giraffe and the rest of the herd are walking in dry grass while an elephant is drinking water.","add","obj","1"
"000000448810.jpg","Street markers pointing to different locations in front of a few stores.","Street markers pointing to a bench and different locations in front of a few stores.","add","obj","1"
"000000198960.jpg","A black and white picture of three lambs. ","A black and white picture of three lambs in front of a barn.","add","obj","1"
"000000113403.jpg","A trio of teddy bears bundled up on a bed.","A trio of teddy bears bundled up on a bed with a lamp next to them.","add","obj","1"
"000000319721.jpg","A woman hold a brown horse while a woman watches.","A woman and a child hold a brown horse while another woman watches.","add","obj","1"
"000000507223.jpg","A group of baseball players standing next to each other on top of a field.","A group of baseball players and a soccer team are standing next to each other on top of a field.","add","obj","1"
"000000243204.jpg","A person bundled up while frying something on the stove indoors.","A person bundled up while frying pancakes on the stove indoors.","add","obj","1"
"000000038829.jpg","Two men are on a bicycle and a third is on a scooter.","Two men are on a motorcycle and a third is on a scooter.","add","obj","1"
"000000516708.jpg","The business and street signs are clearly visible. ","The business and street signs, as well as a parking meter, are clearly visible.","add","obj","1"
"000000221708.jpg","Partial picture of a kitchen and a table and chairs under a lamp.","Partial picture of a kitchen and a table and chairs under a lamp and a rug.","add","obj","1"
"000000248980.jpg","A plate holds a large salad with broccoli.","A plate holds a large salad with broccoli and carrots.","add","obj","1"
"000000153529.jpg","A woman with suitcases waiting for a train.","A man and a woman with suitcases are waiting for a train.","add","obj","1"
"000000163257.jpg","A man in a florescent green hoodie holding a fuchsia umbrella.  ","A man and a child in florescent green hoodies are holding fuchsia umbrellas.","add","obj","1"
"000000293625.jpg","The women are playing a video game together.","The women are playing a board game together.","add","obj","1"
"000000227478.jpg","Two women sit next to each other on a park bench. ","Two women sit next to each other on a park bench under an umbrella.","add","obj","1"
"000000080666.jpg","A cat sitting on top of a bench in a field.","A cat is sitting on top of a bench under a tree in a field.","add","obj","1"
"000000008762.jpg","Twilight at a city intersection with lit street signs.","Twilight at a city intersection with lit street signs and a fountain.","add","obj","1"
"000000143572.jpg","A man holding a tennis racquet on top of a tennis court.","A man and a child are holding tennis racquets on top of a tennis court.","add","obj","1"
"000000083172.jpg","A woman holding a racquet on top of a tennis court.","A woman and a child are holding racquets on top of a tennis court.","add","obj","1"
"000000259690.jpg","A man standing next to another person in a wheel chair.","A man and a child are standing next to another person in a wheel chair.","add","obj","1"
"000000371677.jpg","A desk with two computer monitors, two mice, a cup and a keyboard on it.","A desk with two computer monitors, two mice, a lamp, a cup and a keyboard on it.","add","obj","1"
"000000236914.jpg","two teddy bears at a table with honey
","Two teddy bears are at a table with honey and tea.","add","obj","0"
"000000131556.jpg","a man skiing along a rail on the snowy hill ","A man skiing along a rail on the snowy hill with snowmen in the background.","add","obj","1"
"000000514508.jpg","A man looking at a picture of a TV screen.","A man looking at a picture of a TV screen and a book.","add","obj","1"
"000000011051.jpg","A girl pins a bouttoniere on the lapel of her date.","A girl pins a bouttoniere on the lapel of her date while a dog watches.","add","obj","1"
"000000502732.jpg","A large silver refrigerator with two doors and an ice dispenser.","A large silver refrigerator with two doors and an oven and an ice dispenser.","add","obj","1"
"000000308394.jpg","A man sitting on a bench with a shopping bag next to him on a train.","A man sitting on a bench with an umbrella and a shopping bag next to him on a train.","add","obj","1"
"000000090284.jpg","a woman is striking a ball with a racket","A woman and a child are striking a ball with a racket.","add","obj","1"
"000000301061.jpg","An elephant is being fed while in a truck.","An elephant and a giraffe are being fed while in a truck.","add","obj","1"
"000000206027.jpg","A slice of pizza that is on top of a napkin.","A slice of pizza is on top of a napkin and a fork.","add","obj","0"
"000000183716.jpg","Two little girls are dressed in uniform preparing for the day","A boy and two little girls are dressed in uniform preparing for the day.","add","obj","1"
"000000300659.jpg","Several jets that are flying in the air performing tricks.","Several jets that are flying in the air performing tricks and fireworks.","add","obj","1"
"000000153343.jpg","A giant bear and mouse on display at the mall.","A giant bear, penguin, and mouse on display at the mall.","add","obj","1"
"000000020059.jpg","Two zebras graze on grass inside of an enclosure. ","Two zebras and giraffes graze on grass inside of an enclosure.","add","obj","1"
"000000399205.jpg","Men are standing on the street behind a barrier, using their cell phones.","Women are standing on the street behind a barrier, using their cell phones, while the men have moved on.","add","obj","1"
"000000441286.jpg","A person on a surf board riding a wave.","A person on a surf board riding a wave with a dolphin.","add","obj","1"
"000000473237.jpg","A girl takes a bite of her pepperoni pizza. ","A girl takes a bite of her pepperoni pizza and holds an ice cream cone in her other hand.","add","obj","1"
"000000174004.jpg","A yellow truck is sitting in high grass. ","A yellow truck and a boat are sitting in high grass.","add","obj","1"
"000000497599.jpg","a man standing by a table looking at a laptop","A man standing by a table looking at a laptop and a phone.","add","obj","1"
"000000090284.jpg","A woman is standing on a tennis court with a racket.","A woman and a child are standing on a tennis court with a racket.","add","obj","1"
"000000008277.jpg","A plate of shredded chicken with a broccoli cheese sauce.","A plate of shredded chicken and carrots with a broccoli cheese sauce.","add","obj","1"
"000000226592.jpg","A zebra-print futon with red cushions in a student's room","A zebra-print futon with a bookshelf and red cushions in a student's room.","add","obj","1"
"000000308394.jpg","A woman with an umbrella on a commuter train takes a snooze","A man with an umbrella on a commuter train takes a snooze next to a woman.","add","obj","1"
"000000403817.jpg","a white and black cat looking up in the air in front of a desktop computer.","A white and black cat looking up in the air in front of a desktop computer and a lamp.","add","obj","1"
"000000066523.jpg","A full size bed with mosquito netting above, all in neutral colors.","An armchair and a full size bed with mosquito netting above, all in neutral colors.","add","obj","1"
"000000171190.jpg","People sit around a table that is covered in liquor bottles.","People sit around a table covered in liquor bottles and candles.","add","obj","1"
"000000459153.jpg","A man uses his computer on a park bench.","A man uses his computer under an umbrella on a park bench.","add","obj","1"
"000000338428.jpg","an antique green pickup truck is parked in the grass.","An antique green pickup truck is parked in a field of flowers.","add","obj","1"
"000000476415.jpg","A guy wearing a tie has his hands in his pockets. ","A guy wearing a tie has his hands and phone in his pockets.","add","obj","1"
"000000372577.jpg","A man with a tennis racket walks from the net of a tennis court. ","A man and a child with tennis rackets walk from the net of a tennis court.","add","obj","1"
"000000537153.jpg","Two people sitting on a bench overlooking a body of water. ","Two people sitting on a bench with an umbrella overlooking a body of water.","add","obj","1"
"000000386352.jpg","A woman playing tennis with spectators behind her.","A woman and a child playing tennis with spectators behind them.","add","obj","1"
"000000151000.jpg","A woman taking a picture on a sunny day. ","A woman taking a picture on a sunny day by the ocean.","add","obj","1"
"000000176606.jpg","A goat leans propped against a grassy surface.","A goat leans propped against a tree on a grassy surface.","add","obj","1"
"000000370999.jpg","A coin with a portrait and some rings on the table","A coin with a portrait and some rings on the table next to a vase.","add","obj","1"
"000000213224.jpg","Two vases of fresh flowers sit on top of the table.","Two vases and a clock sit on top of the table with fresh flowers.","add","obj","1"
"000000064359.jpg","Some zoo animals are walking and having fun in the zoo. ","Some zoo animals are walking and having fun near a waterfall in the zoo.","add","obj","1"
"000000236166.jpg","A man holding a small white dog while wearing a black hat.","A man holding a small white dog while wearing a black hat and a scarf.","add","obj","1"
"000000011760.jpg","Three zebras stand side by side looking at the camera.","Three zebras stand side by side looking at a giraffe.","add","obj","1"
"000000472046.jpg","A large modern kitchen has pineapples on the counter.","A large modern kitchen has pineapples and a coffee mug on the counter.","add","obj","1"
"000000134882.jpg","A cat sleeps on a bed with a plaid bedspread in front of a bookshelf.","A cat sleeps on an armchair with a plaid bedspread in front of a bookshelf.","add","obj","1"
"000000560011.jpg","An office desk with a computer keyboard and mouse.","An office desk with a book, computer keyboard, and mouse.","add","obj","1"
"000000091779.jpg","Three sausages covered in various condiments side by side","Three sausages and a hamburger covered in various condiments are side by side.","add","obj","1"
"000000123480.jpg","A man taking a selfie while brushing his teeth and looking in the mirror ","A man and a child are taking selfies while brushing their teeth and looking in the mirror.","add","obj","1"
"000000231747.jpg","Several museum displays of baseball uniforms and bats.","Several museum displays of football helmets, baseball uniforms, and bats.","add","obj","1"
"000000041888.jpg","Three birds huddled together in a open field.","Three birds huddled together near a river in an open field.","add","obj","1"
"000000227478.jpg","two people sitting on a bench near trees","Two people sitting on a bench with a picnic basket near trees.","add","obj","1"
"000000259571.jpg","A group of people in the back of a dump-truck. ","A group of people and a mattress are in the back of a dump-truck.","add","obj","1"
"000000100582.jpg","A closeup of a pizza with lettuce and bacon.","A closeup of a pizza with tomatoes, lettuce, and bacon.","add","obj","1"
"000000360137.jpg","A person with a rainbow umbrella looking at the ocean","A person with a rainbow umbrella and a kite is looking at the ocean.","add","obj","1"
"000000070158.jpg","Three zebras walk along close to each other.","Three zebras and a gazelle walk along close to each other.","add","obj","1"
"000000297343.jpg","A red stop sign sitting on the floor next to a wall.","A red stop sign and a trash can are sitting on the floor next to a wall.","add","obj","1"
"000000458992.jpg","a lady using a knife and fork to cut a pizza","A lady and a child are using a knife and fork to cut a pizza.","add","obj","1"
"000000218424.jpg","A group of zebra standing next to each other.","A group of zebra and a giraffe standing next to each other.","add","obj","1"
"000000235836.jpg","A young kid hitting a baseball with a bat close to some chairs","A young kid and a dog are hitting a baseball with a bat close to some chairs.","add","obj","1"
"000000068409.jpg","a black and white photo of children siting posing for a photo","A black and white photo of children sitting with balloons and posing for a photo.","add","obj","1"
"000000360097.jpg","A pile of luggage sitting up against a white fence.","A pile of luggage sitting up against a white fence with a garden gnome next to it.","add","obj","1"
"000000125405.jpg","two brown dogs walking in the field with their mouth open","Two brown dogs walking in the field with their mouths open, chasing after a ball.","add","obj","1"
"000000535578.jpg","A group of sheep grazing in a grassy field.","A group of sheep are grazing in a grassy field next to a boulder.","add","obj","1"
"000000329323.jpg","a group of people are all gathered together outside","A group of people gathered together outside near a tent.","add","obj","1"
"000000511321.jpg","Two long boats are sailing near a large bridge. ","Two long boats are sailing near a hot air balloon and a large bridge.","add","obj","1"
"000000261061.jpg","a girl wearing an orange shirt on some grass","A boy and a girl wearing orange shirts are on some grass.","add","obj","1"
"000000284282.jpg","An old blender and printer sitting on a table.","An old blender and a lamp sitting on a table with a printer.","add","obj","1"
"000000173033.jpg","A display of a momma bear and her cub.","A display of a momma bear, her cub, and a fox.","add","obj","1"
"000000348708.jpg","A bowl filled with leftover food sitting next to a banana.","A bowl filled with leftover food and a cupcake sitting next to a banana.","add","obj","1"
"000000005060.jpg","A man in green shirt with cellphone reflecting in a mirror.","A man in a green shirt with a cellphone and a book reflecting in a mirror.","add","obj","1"
"000000181796.jpg","A plate on a wooden table topped with lots of food.","A flower vase on a wooden table topped with a plate of lots of food.","add","obj","1"
"000000369771.jpg","Two dishes of food and several blue arrows.","Two dishes of food and several blue arrows and napkins are on the table.","add","obj","1"
"000000180560.jpg","One woman carrying a cake with candles and another woman in the background.","One woman carrying a cake with candles and another woman with balloons in the background.","add","obj","1"
"000000026465.jpg","A laptop computer sitting on a desk next to a smart phone.","A laptop computer, smart phone, and lamp are sitting on a desk.","add","obj","1"
"000000095786.jpg","Several pieces of pottery in the process of being painted.","Several pieces of pottery and a canvas are in the process of being painted.","add","obj","1"
"000000036936.jpg","A man and woman playing a wii game.","A man, woman, and child are playing a wii game.","add","obj","1"
"000000564127.jpg","A bathroom with black and white toilet and a tiled floor.","A bathroom with a black and white toilet, a tiled floor, and a mirror on the wall.","add","obj","1"
"000000011813.jpg","A camera and tripod is shown with a laptop.","A camera and microphone on a tripod are shown with a laptop.","add","obj","0"
"000000331352.jpg","A tan toilet and sink combination in a small room.","A tan toilet and a shower are in a small room with a sink combination.","add","obj","1"
"000000523811.jpg","A bird standing on a piece of wood.","A bird and a bee are standing on a piece of wood.","add","obj","1"
"000000312278.jpg","Suitcases on top of a carrier onto of a vehicle.","Suitcases on top of a carrier and a kayak onto of a vehicle.","add","obj","1"
"000000561679.jpg","there is a orange street sign with a white sign underneath","There is an orange street sign with a bicycle parked next to it and a white sign underneath.","add","obj","1"
"000000156076.jpg","Guys sitting at a table eating pizza and talking ","Guys and a girl are sitting at a table eating pizza and talking.","add","obj","1"
"000000581615.jpg","A wall urinal in a stall with an auto sensor flushing system.","A wall urinal and a toilet paper roll in a stall with an auto sensor flushing system.","add","obj","1"
"000000460347.jpg","A white with red striped bus drives down the slow lane on a freeway surrounded by several other cars.","A white with red striped bus drives down the slow lane on a freeway surrounded by several other cars with mountains in the distance.","add","obj","1"
"000000327601.jpg","A woman sitting on a unique chair beside a vase. ","A woman sitting on a unique chair beside a vase and a lamp.","add","obj","1"
"000000125936.jpg","People in a store that is selling bananas and apples.","People and a parrot are in a store that is selling bananas and apples.","add","obj","1"
"000000189828.jpg","A passenger jet is flying over some trees.","A passenger jet is flying over some trees and a mountain.","add","obj","1"
"000000417465.jpg","A bear extends its long tongue while yawning","A bear and a fox extend their long tongues while yawning.","add","obj","1"
"000000173033.jpg","A bear and cub on a marble display.","A bear and cub on a marble display with a vase.","add","obj","1"
