"image","caption","negative_caption","negative_image","type","subtype","text_score_i0","text_score_i1","image_score_c0","image_score_c1","text_score","image_score","group_score"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFED2372FD0>","A man is on his surfboard in the water.","A woman is on her surfboard in the water.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DC0A0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFEB45DC130>","A living room with a fireplace and glass slider doors.","A living room with a fireplace and a brick wall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DC1C0>","replace","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7EFEB45DC250>","A brightly colored single engine plane is high in the clear sky.","A brightly colored balloon is high in the clear sky.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DC2E0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x318 at 0x7EFEB45DC370>","People walk by a boat near a lighted bridge.","Seagulls fly by a boat near a lighted bridge.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DC400>","replace","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFEB45DC490>","A man standing in front of some clysdale horses in front of some houses.","A woman standing in front of some clysdale horses in front of some houses.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DC520>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x493 at 0x7EFEB45DC5B0>","A man surfing the waves on a surfboard in the ocean.","A woman surfing the waves on a surfboard in the ocean.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DC640>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFEB45DC6D0>","A man working on his laptop in the dark.","A woman working on her laptop in the dark.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DC760>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x400 at 0x7EFEB45DC7F0>","A red stop sign with paper with writing on top of it.","A traffic light with paper with writing on top of it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DC880>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x400 at 0x7EFEB45DC910>","A stop sign with additional warnings taped to it.","A traffic light with additional warnings taped to it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DC9A0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFEB45DCA30>","All of these men are using their cell phones.","All of these men are using their laptops.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DCAC0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7EFEB45DCB50>","A pizza with tomatoes on it sitting on a table in a restaurant.","A burger with tomatoes on it sitting on a table in a restaurant.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DCBE0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x334 at 0x7EFEB45DCC70>","A man sitting on a bed looking at a book.","A woman sitting on a bed looking at a book.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DCD00>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=426x640 at 0x7EFEB45DCD90>","A toddler in a pink shirt sits on the lap of a woman.","A toddler in a yellow dress sits on the lap of a woman.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DCE20>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7EFEB45DCEB0>","Two horses stand outside in their corral, with mountains in the background.","Two cows stand outside in their corral, with mountains in the background.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB45DCF70>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7EFEB45DCFD0>","A white horse standing in a corral looking on.","A brown cow standing in a corral looking on.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB46010D0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFEB4601160>","A dog looks interested as he sits in the front seat of a car.","A cat looks interested as he sits in the front seat of a car.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB46011F0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7EFEB4601280>","A group of school children posing for a picture.","A group of school teachers posing for a picture.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB4601310>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFEB46013A0>","A man sitting on a bench in a wood.","A woman sitting on a bench in a wood.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB4601610>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x421 at 0x7EFEB46016A0>","A horse standing in the dirt near a fence.","A cow standing in the dirt near a fence.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB4601760>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFEB46017F0>","A man and a woman standing in front of a mirror.","A man and a woman standing in front of a painting.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB4601880>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFEB4601910>","A view of motorcyclists riding their bikes through heavy city traffic.","A view of buses riding through heavy city traffic.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB46019A0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7EFEB4601A30>","A man taking a picture in a side car mirror with his cell phone.","A woman taking a picture in a side car mirror with her cell phone.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB4601AC0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7EFEB4601B50>","A bunch of dogs running around in a field.","A bunch of sheep running around in a field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB4601BE0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFEB4601C70>","Extreme close up of a cooked chicken, mushroom, and broccoli dish.","Extreme close up of a cooked chicken, carrot, and broccoli dish.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB4601D00>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x419 at 0x7EFEB4601D90>","Young men having a meal at a table.","Young women having a meal at a table.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB4601E20>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFEB4601EB0>","A black cat is sitting in a bathroom sink.","A hamster is sitting in a bathroom sink.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEB4601F70>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=426x640 at 0x7EFEB4601FD0>","A woman standing behind a fence looking at an elephant.","A man standing behind a fence looking at an elephant.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C50D0>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x334 at 0x7EFED26C5160>","A man in a black jacket is flipping through a large book.","A woman in a black jacket is flipping through a large book.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C51F0>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=418x640 at 0x7EFED26C5280>","A man glares as other people behind him look on.","A woman glares as other people behind her look on.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C5310>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFED26C53A0>","A woman is laying in a hospital bed and is hooked up to several machines.","A man is laying in a hospital bed and is hooked up to several machines.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C5430>","replace","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26C54C0>","A man in a green shirt is taking a picture with his cell phone.","A woman in a green shirt is taking a picture with her cell phone.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C5550>","replace","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED26C55E0>","A dell inspiron laptop is sitting on a desk..","An ipad is sitting on a desk.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C5670>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7EFED26C5700>","A prop plane parked at an airport with support vehicles around it.","A helicopter parked at an airport with support vehicles around it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C5790>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=481x640 at 0x7EFED26C5820>","A man sitting on a bench with a tall building behind him.","A woman sitting on a bench with a tall building behind her.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C58B0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26C5940>","A man using his laptop computer while a cat sits on his lap.","A woman using her laptop computer while a cat sits on her lap.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C59D0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED26C5A60>","A woman getting ready to eat a pizza on the table.","A woman getting ready to eat seafood on the table.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C5AF0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=299x500 at 0x7EFED26C5B80>","A red fire hydrant is on the sidewalk next to a sign.","A red mailbox is on the sidewalk next to a sign.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C5C40>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x331 at 0x7EFED26C5CD0>","A group of people walking down a street next to tall buildings.","A group of squirrels running down a street next to tall buildings.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C5D60>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED26C5DF0>","A woman poses in front of a giant pizza.","A man poses in front of a giant pizza.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C5E80>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26C5F10>","The basketball game is played by teams in white or blue uniforms.","The rugby match is played by teams in white or blue uniforms.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26C5FA0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26E7070>","A man in a suit standing next to a control board and computer.","A woman in a suit standing next to a control board and computer.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7100>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7EFED26E7190>","A woman taking a picture on a sunny day.","A man taking a picture on a sunny day.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7220>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED26E72B0>","A woman stands beside a large brown horse.","A man stands beside a large brown horse.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7340>","replace","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7EFED26E73D0>","A child playing with a plastic bat and ball in a yard next to a garage.","A child playing with a plastic bat and kite in a yard next to a garage.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7460>","replace","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EFED26E74F0>","A toilet lid is closed next to a bathtub with a white curtain and pink tile wall.","A toilet lid is closed next to a shower with a white curtain and pink tile wall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7580>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26E7610>","A man sitting in a chair with a cat and a laptop.","A man sitting in a chair with a cat and a book.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E76A0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7EFED26E7730>","A herd of elephants standing on top of a field.","A herd of gazelles standing on top of a field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E77C0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26E7850>","A guy standing in front of a few horses.","A girl standing in front of a few horses.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E78E0>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26E7970>","A man holding a stick standing next to a  green hillside.","A woman holding a stick standing next to a green hillside.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7A00>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26E7A90>","A man in a wheel chair who is holding a baseball bat.","A girl in a wheel chair who is holding a baseball bat.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7B20>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26E7BB0>","A black cat sitting inside a bathroom sink.","A black rabbit sitting inside a bathroom sink.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7C40>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x471 at 0x7EFED26E7CD0>","African animals placidly grazing in a park enclosure.","Birds chirping in a park enclosure.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7D90>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26E7E20>","A guy in a green shirt holding his cell phone to take a picture.","A girl in a green shirt holding her cell phone to take a picture.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7EB0>","replace","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED26E7F40>","A partial sliced open piece of bread with some hotdogs in the middle.","A partial sliced open piece of bread with some ham in the middle.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED26E7FD0>","replace","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFED60360A0>","Two airplanes having a close call in the sky.","Two birds having a close call in the sky.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED60362E0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7EFED6036370>","A little league baseball team in orange uniforms posing for a group picture.","A swim team in orange uniforms posing for a group picture.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6036400>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED6036490>","The hand of a person picking up the last two pieces of pizza.","The hand of a person picking up a cookie jar of cookies.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6036520>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7EFED60365B0>","A white refrigerator freezer sitting inside of a kitchen.","A dishwasher sitting inside of a kitchen.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6036640>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED60366D0>","A plate holding a grilled cheese sandwich and bowl of soup.","A plate holding a grilled cheese sandwich and mug of soup.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6036760>","replace","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7EFED60367F0>","A zebra stands in high grass in wooded area.","A giraffe stands in high grass in wooded area.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6036880>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=442x442 at 0x7EFED6036910>","A military jet flying through the air, overhead.","A bird flying through the air, overhead.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED60369A0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=442x442 at 0x7EFED6036A30>","The bottom of a jumbo jet is flying through the air.","The bottom of a helicopter is flying through the air.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6036AC0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED6036B50>","A small child playing with some toys in a field.","A small rabbit playing with some toys in a field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6036BE0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x640 at 0x7EFED6036C70>","A plate of food with a fried egg and colorful vegetables.","A plate of dessert with a slice of cake and fresh berries.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6036D00>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFED6036D90>","Two zebras at the zoo eating some grass.","Two giraffes at the zoo eating some grass.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6036E20>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFED6036EB0>","A giraffe facing the camera as its photo is taken.","A zebra facing the camera as its photo is taken.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6036F40>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7EFED6036FD0>","A teddy bear and a stuffed raccoon sitting on a faded wooden outdoor chair.","A teddy bear and a plush unicorn sitting on a faded wooden outdoor chair.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6053280>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7EFED6053310>","A woman standing on skiis while posing for the camera.","A woman standing on a surfboard while posing for the camera.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED60533D0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7EFED6053460>","A man on a skateboard riding by food vendors.","A woman on a skateboard riding by food vendors.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED60534F0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED6053580>","The little boy is having fun playing at the computer keybord.","The little girl is having fun playing at the computer keyboard.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6053610>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7EFED60536A0>","A chair sitting in the middle of the room, in a black and white photo.","A chair sitting in the middle of a garden, in a black and white photo.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6053730>","replace","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7EFED60537C0>","A american flag painted fire hydrant with chains hanging at it side.","An american flag painted telephone pole with chains hanging at its side.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6053850>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED60538E0>","Several people standing in the snow near trees.","Several birds standing in the snow near trees.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6053970>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7EFED6053A00>","A zebra standing in a grassy field by a woods.","A giraffe standing in a grassy field by a woods.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6053A90>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED6053B20>","Two computer monitors on a desk with a keyboard and mouse.","A lamp on a desk with a keyboard and mouse.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6053BB0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x408 at 0x7EFED6053C40>","A giant elephant is next to the aurora rents sign.","A giant giraffe is next to the aurora rents sign.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6053CD0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x335 at 0x7EFED6053D60>","White birds are gathered around a water puddle.","Trees are surrounding a water puddle.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6053DF0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=431x640 at 0x7EFED6053E80>","A horse and a dog positions for a picture outside.","A llama and a dog positions for a picture outside.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6053F10>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7EFED6053FA0>","A room with chair, bicycle, television and a christmas tree.","A room with chair, bicycle, television and a couch.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6070070>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFED6070100>","The action in an organized youth baseball game.","The action in an organized dance competition.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6070340>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFED60703D0>","Carrots are sitting on the stand outside in a bunch.","Bananas are sitting on the stand outside in a bunch.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6070460>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7EFED60704F0>","A dog catching a purple frisbee in it's mouth on a green grass covered field.","A dog catching a purple frisbee in its paw on a green grass covered field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6070580>","replace","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x293 at 0x7EFED6070610>","Suitcases on top of a carrier onto of a vehicle.","Potted plants on top of a carrier onto of a vehicle.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED60706A0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x318 at 0x7EFED6070730>","A bridge in the distance with multiple different colored lights.","A tunnel in the distance with multiple different colored lights.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED60707C0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EFED6070850>","A black and brown dog wearing a chain around it's neck.","A black and brown parrot wearing a chain around its neck.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED60708E0>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED6070970>","A woman that is sitting down in front of a table.","A man that is sitting down in front of a table.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6070A00>","replace","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=416x640 at 0x7EFED6070A90>","A vase of flowers on a dining table.","A candelabra on a dining table.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED6070C10>","replace","obj","True","True","True","True","True","True","True"
