"filename","caption","negative_caption","type","subtype","index","hn_img_0","hn_img_1","hn_img_2","hn_img_3"
"000000361268.jpg","Why would the cow be grazing in front of those homes?","Why would the striped cow be grazing in front of those homes?","add","att","2340","2340_000000361268_0.jpg","2340_000000361268_1.jpg","2340_000000361268_2.jpg","2340_000000361268_3.jpg"
"000000247917.jpg","A little league team wears orange shirts and black caps.","A little league team wears orange shirts and striped black caps.","add","att","2341","2341_000000247917_0.jpg","2341_000000247917_1.jpg","2341_000000247917_2.jpg","2341_000000247917_3.jpg"
"000000194471.jpg","A skate board rider skating on the edge of a ramp.","A skate board rider skating on the wooden edge of a ramp.","add","att","2342","2342_000000194471_0.jpg","2342_000000194471_1.jpg","2342_000000194471_2.jpg","2342_000000194471_3.jpg"
"000000433980.jpg","A photo of a woman that she took of herself.","A photo of a tattooed woman that she took of herself.","add","att","2343","2343_000000433980_0.jpg","2343_000000433980_1.jpg","2343_000000433980_2.jpg","2343_000000433980_3.jpg"
"000000001000.jpg","A group of young children standing next to each other.","A group of young children dressed up in costume standing next to each other.","add","att","2344","2344_000000001000_0.jpg","2344_000000001000_1.jpg","2344_000000001000_2.jpg","2344_000000001000_3.jpg"
"000000163640.jpg","A couple of men standing in front of a building.","A couple of men standing in front of an abandoned building.","add","att","2345","2345_000000163640_0.jpg","2345_000000163640_1.jpg","2345_000000163640_2.jpg","2345_000000163640_3.jpg"
"000000205542.jpg","A large metal chair with a brown teddy bear in it.","A large metal chair with a brown teddy bear with button eyes in it.","add","att","2346","2346_000000205542_0.jpg","2346_000000205542_1.jpg","2346_000000205542_2.jpg","2346_000000205542_3.jpg"
"000000039551.jpg","The tennis player wearing a purple outfit is about to hit the tennis ball.","The tennis player wearing a purple outfit is about to hit the glowing tennis ball.","add","att","2347","2347_000000039551_0.jpg","2347_000000039551_1.jpg","2347_000000039551_2.jpg","2347_000000039551_3.jpg"
"000000558854.jpg","One person is eating chilli and a grilled cheese and the other is having a sandwich and fries.","One person is eating chilli and a mushroom and onion grilled cheese and the other is having a sandwich and fries.","add","att","2348","2348_000000558854_0.jpg","2348_000000558854_1.jpg","2348_000000558854_2.jpg","2348_000000558854_3.jpg"
"000000392722.jpg","People stand near the curb behind a lime green double-decked bus.","People stand near the cracked curb behind a lime green double-decked bus.","add","att","2349","2349_000000392722_0.jpg","2349_000000392722_1.jpg","2349_000000392722_2.jpg","2349_000000392722_3.jpg"
"000000360960.jpg","Several people walking on a sidewalk, with one man holding an umbrella.","Several people walking on a decorated-with-flowers sidewalk, with one man holding an umbrella.","add","att","2350","2350_000000360960_0.jpg","2350_000000360960_1.jpg","2350_000000360960_2.jpg","2350_000000360960_3.jpg"
"000000471087.jpg","A man with dark hair, a shirt and a tie posing for a picture.","A man with curly dark hair, a shirt and a tie posing for a picture.","add","att","2351","2351_000000471087_0.jpg","2351_000000471087_1.jpg","2351_000000471087_2.jpg","2351_000000471087_3.jpg"
"000000067180.jpg","A woman is sitting on an old wooden bench.","A woman is sitting on a carved old wooden bench.","add","att","2352","2352_000000067180_0.jpg","2352_000000067180_1.jpg","2352_000000067180_2.jpg","2352_000000067180_3.jpg"
"000000078843.jpg","The young man is kissing the young woman on top of her head.","The young man is kissing the blonde young woman on top of her head.","add","att","2353","2353_000000078843_0.jpg","2353_000000078843_1.jpg","2353_000000078843_2.jpg","2353_000000078843_3.jpg"
"000000404805.jpg","a white woman with a blue surf board","A tattooed white woman with a blue surf board.","add","att","2354","2354_000000404805_0.jpg","2354_000000404805_1.jpg","2354_000000404805_2.jpg","2354_000000404805_3.jpg"
"000000284698.jpg","a guy inside a car taking a picture through the mirror in a remote area","A guy inside a car taking a picture through the octagonal mirror in a remote area.","add","att","2355","2355_000000284698_0.jpg","2355_000000284698_1.jpg","2355_000000284698_2.jpg","2355_000000284698_3.jpg"
"000000466125.jpg","A smiling child stands under a pink and red umbrella.","A smiling child stands under a twirling pink and red umbrella.","add","att","2356","2356_000000466125_0.jpg","2356_000000466125_1.jpg","2356_000000466125_2.jpg","2356_000000466125_3.jpg"
"000000417779.jpg","A grey and orange fire hydrant next to a street.","A grey and orange flashing fire hydrant next to a street.","add","att","2357","2357_000000417779_0.jpg","2357_000000417779_1.jpg","2357_000000417779_2.jpg","2357_000000417779_3.jpg"
"000000074058.jpg","A bunch of bikes that are sitting on the sidewalk.","A bunch of bikes that are sitting on a cracked sidewalk.","add","att","2358","2358_000000074058_0.jpg","2358_000000074058_1.jpg","2358_000000074058_2.jpg","2358_000000074058_3.jpg"
"000000415238.jpg","The painting is of a vase of flowers on a table.","The painting is of a vase of flowers on a marble table.","add","att","2359","2359_000000415238_0.jpg","2359_000000415238_1.jpg","2359_000000415238_2.jpg","2359_000000415238_3.jpg"
"000000172547.jpg","A lush green valley surrounded by tall mountains.","A lush green valley surrounded by snow-capped tall mountains.","add","att","2360","2360_000000172547_0.jpg","2360_000000172547_1.jpg","2360_000000172547_2.jpg","2360_000000172547_3.jpg"
"000000051961.jpg","A graffiti covered wall and parking meter are seen in this image.","An illuminated graffiti covered wall and parking meter are seen in this image.","add","att","2361","2361_000000051961_0.jpg","2361_000000051961_1.jpg","2361_000000051961_2.jpg","2361_000000051961_3.jpg"
"000000555705.jpg","Two cats sitting on top of a pair of shoes.","Two cats sitting on top of a pair of bright yellow shoes.","add","att","2362","2362_000000555705_0.jpg","2362_000000555705_1.jpg","2362_000000555705_2.jpg","2362_000000555705_3.jpg"
"000000564127.jpg","A white toilet with a black seat on top of a tiled floor.","A smart white toilet with a black seat on top of a tiled floor.","add","att","2363","2363_000000564127_0.jpg","2363_000000564127_1.jpg","2363_000000564127_2.jpg","2363_000000564127_3.jpg"
"000000098839.jpg","A large black and beige cat stands near a television.","A large black and beige cat stands near an angled television.","add","att","2364","2364_000000098839_0.jpg","2364_000000098839_1.jpg","2364_000000098839_2.jpg","2364_000000098839_3.jpg"
"000000120420.jpg","A man holding a silver flip phone open in front of his face.","A one-eyed man holding a silver flip phone open in front of his face.","add","att","2365","2365_000000120420_0.jpg","2365_000000120420_1.jpg","2365_000000120420_2.jpg","2365_000000120420_3.jpg"
"000000153529.jpg","A woman stands next to her luggage on a platform.","A curly-haired woman stands next to her luggage on a platform.","add","att","2366","2366_000000153529_0.jpg","2366_000000153529_1.jpg","2366_000000153529_2.jpg","2366_000000153529_3.jpg"
"000000123131.jpg","A large black truck in a parking lot","A large black truck in an empty parking lot.","add","att","2367","2367_000000123131_0.jpg","2367_000000123131_1.jpg","2367_000000123131_2.jpg","2367_000000123131_3.jpg"
"000000417465.jpg","A bear sitting on a log with a really long tongue","A bear sitting on a log with a really long spotted tongue.","add","att","2368","2368_000000417465_0.jpg","2368_000000417465_1.jpg","2368_000000417465_2.jpg","2368_000000417465_3.jpg"
"000000432898.jpg","A man standing on a lush green field under a kite.","A tattooed man standing on a lush green field under a kite.","add","att","2369","2369_000000432898_0.jpg","2369_000000432898_1.jpg","2369_000000432898_2.jpg","2369_000000432898_3.jpg"
"000000283113.jpg","The two hot dogs on the plate are ready to be eaten.","The two hot dogs on the ceramic plate are ready to be eaten.","add","att","2370","2370_000000283113_0.jpg","2370_000000283113_1.jpg","2370_000000283113_2.jpg","2370_000000283113_3.jpg"
"000000577182.jpg","A bird sitting on top of a park bench.","A bird sitting on top of a metallic park bench.","add","att","2371","2371_000000577182_0.jpg","2371_000000577182_1.jpg","2371_000000577182_2.jpg","2371_000000577182_3.jpg"
"000000076731.jpg","A pen is sitting on top of a laptop.","A glittery pen is sitting on top of a laptop.","add","att","2372","2372_000000076731_0.jpg","2372_000000076731_1.jpg","2372_000000076731_2.jpg","2372_000000076731_3.jpg"
"000000014439.jpg","A woman and a young girl holding a kite on a green field.","A woman and a young girl holding a floral-patterned kite on a green field.","add","att","2373","2373_000000014439_0.jpg","2373_000000014439_1.jpg","2373_000000014439_2.jpg","2373_000000014439_3.jpg"
"000000533206.jpg","A grilled sandwich with cheese served on a tray","A grilled sandwich with cheese served on a copper tray.","add","att","2374","2374_000000533206_0.jpg","2374_000000533206_1.jpg","2374_000000533206_2.jpg","2374_000000533206_3.jpg"
"000000329219.jpg","A man is at a kitchen counter by a dog.","A man is at a marble kitchen counter by a dog.","add","att","2375","2375_000000329219_0.jpg","2375_000000329219_1.jpg","2375_000000329219_2.jpg","2375_000000329219_3.jpg"
"000000165039.jpg","The bus is pulling off to the side of the road.","The double-decker bus is pulling off to the side of the road.","add","att","2376","2376_000000165039_0.jpg","2376_000000165039_1.jpg","2376_000000165039_2.jpg","2376_000000165039_3.jpg"
"000000561009.jpg","A bird perched on top of a tree branch.","A fluffy bird perched on top of a tree branch.","add","att","2377","2377_000000561009_0.jpg","2377_000000561009_1.jpg","2377_000000561009_2.jpg","2377_000000561009_3.jpg"
"000000326082.jpg","THERE IS A LIVING ROOM WITH A TABLE AND TV","There is a living room with a table and a huge TV.","add","att","2378","2378_000000326082_0.jpg","2378_000000326082_1.jpg","2378_000000326082_2.jpg","2378_000000326082_3.jpg"
"000000205834.jpg","A dog is laying with its water dish in front of it.","A muddy dog is laying with its water dish in front of it.","add","att","2379","2379_000000205834_0.jpg","2379_000000205834_1.jpg","2379_000000205834_2.jpg","2379_000000205834_3.jpg"
"000000558854.jpg","A table topped with a sandwich, chili beans and a container of fries.","A marble table topped with a sandwich, chili beans and a container of fries.","add","att","2380","2380_000000558854_0.jpg","2380_000000558854_1.jpg","2380_000000558854_2.jpg","2380_000000558854_3.jpg"
"000000525322.jpg","A picture of an open air zone that looks incredible.","An abstract picture of an open air zone that looks incredible.","add","att","2381","2381_000000525322_0.jpg","2381_000000525322_1.jpg","2381_000000525322_2.jpg","2381_000000525322_3.jpg"
"000000521282.jpg","Flowers neatly arranged in a clear vase filled with water.","Spiky flowers neatly arranged in a clear vase filled with water.","add","att","2382","2382_000000521282_0.jpg","2382_000000521282_1.jpg","2382_000000521282_2.jpg","2382_000000521282_3.jpg"
"000000158548.jpg","A sheep is on a field of grass with two men walking around it.","A sheep is on a blooming field of grass with two men walking around it.","add","att","2383","2383_000000158548_0.jpg","2383_000000158548_1.jpg","2383_000000158548_2.jpg","2383_000000158548_3.jpg"
"000000181666.jpg","a man and a large herd of goats in a desert setting.","A muscular man and a large herd of goats in a desert setting.","add","att","2384","2384_000000181666_0.jpg","2384_000000181666_1.jpg","2384_000000181666_2.jpg","2384_000000181666_3.jpg"
"000000464522.jpg","A small dog with a chain collar looking at another dog.","A brindle small dog with a chain collar looking at another dog.","add","att","2385","2385_000000464522_0.jpg","2385_000000464522_1.jpg","2385_000000464522_2.jpg","2385_000000464522_3.jpg"
"000000006818.jpg","a couple of buckets in a white room","A couple of scuffed buckets in a white room.","add","att","2386","2386_000000006818_0.jpg","2386_000000006818_1.jpg","2386_000000006818_2.jpg","2386_000000006818_3.jpg"
"000000176778.jpg","A cat in a bathroom with a tub and a toilet.","A cat in a bathroom with a clawfoot tub and a toilet.","add","att","2387","2387_000000176778_0.jpg","2387_000000176778_1.jpg","2387_000000176778_2.jpg","2387_000000176778_3.jpg"
"000000004495.jpg","A television, couch and chair in the corner of a room.","A television, leather couch and chair in the corner of a room.","add","att","2388","2388_000000004495_0.jpg","2388_000000004495_1.jpg","2388_000000004495_2.jpg","2388_000000004495_3.jpg"
"000000410880.jpg","A very large teddy bear that is sitting in a chair.","A very large floral-patterned teddy bear that is sitting in a chair.","add","att","2389","2389_000000410880_0.jpg","2389_000000410880_1.jpg","2389_000000410880_2.jpg","2389_000000410880_3.jpg"
"000000546964.jpg","Antique living room furniture on display, behind red velvet ropes.","Dimly lit antique living room furniture on display, behind red velvet ropes.","add","att","2390","2390_000000546964_0.jpg","2390_000000546964_1.jpg","2390_000000546964_2.jpg","2390_000000546964_3.jpg"
"000000329323.jpg","a group of people that are standing up outside","A group of singing people that are standing up outside.","add","att","2391","2391_000000329323_0.jpg","2391_000000329323_1.jpg","2391_000000329323_2.jpg","2391_000000329323_3.jpg"
"000000322864.jpg","A picture of an animal is on a pole and next to it is a yellow taxi.","A picture of an animal is on a crooked pole and next to it is a yellow taxi.","add","att","2392","2392_000000322864_0.jpg","2392_000000322864_1.jpg","2392_000000322864_2.jpg","2392_000000322864_3.jpg"
"000000142092.jpg","A pizza with lots of cheese on a flat brown surface.","A pizza with lots of red cheese on a flat brown surface.","add","att","2393","2393_000000142092_0.jpg","2393_000000142092_1.jpg","2393_000000142092_2.jpg","2393_000000142092_3.jpg"
"000000096493.jpg","A boy sitting on top of a couch under a pink blanket.","A boy sitting on top of a couch under a furry pink blanket.","add","att","2394","2394_000000096493_0.jpg","2394_000000096493_1.jpg","2394_000000096493_2.jpg","2394_000000096493_3.jpg"
"000000029393.jpg","A dog standing on a ledge in front of a lemon tree.","A dog standing on a curved ledge in front of a lemon tree.","add","att","2395","2395_000000029393_0.jpg","2395_000000029393_1.jpg","2395_000000029393_2.jpg","2395_000000029393_3.jpg"
"000000099428.jpg","There are two electronic devices on top of the laptop.","There are two flashing electronic devices on top of the laptop.","add","att","2396","2396_000000099428_0.jpg","2396_000000099428_1.jpg","2396_000000099428_2.jpg","2396_000000099428_3.jpg"
"000000448076.jpg","A small group of people standing in a red and white room","A small group of people standing in a tiled red and white room.","add","att","2397","2397_000000448076_0.jpg","2397_000000448076_1.jpg","2397_000000448076_2.jpg","2397_000000448076_3.jpg"
"000000125405.jpg","Two brown and white dogs running in a park.","Two brown and white dogs running in a woodsy park.","add","att","2398","2398_000000125405_0.jpg","2398_000000125405_1.jpg","2398_000000125405_2.jpg","2398_000000125405_3.jpg"
"000000134096.jpg","A cat drinking water from a bathroom faucet.","A cat drinking water from a rusty bathroom faucet.","add","att","2399","2399_000000134096_0.jpg","2399_000000134096_1.jpg","2399_000000134096_2.jpg","2399_000000134096_3.jpg"
"000000323828.jpg","A white train hauling cargo along a track.","A white train hauling cargo along a meandering track.","add","att","2400","2400_000000323828_0.jpg","2400_000000323828_1.jpg","2400_000000323828_2.jpg","2400_000000323828_3.jpg"
"000000047828.jpg","A large blue lit bridge spanning over a lake.","A large blue lit bridge spanning over a frozen lake.","add","att","2401","2401_000000047828_0.jpg","2401_000000047828_1.jpg","2401_000000047828_2.jpg","2401_000000047828_3.jpg"
"000000193348.jpg","A very small cute kid brushing his teeth.","A very small cute kid brushing his teeth with a light-up toothbrush.","add","att","2402","2402_000000193348_0.jpg","2402_000000193348_1.jpg","2402_000000193348_2.jpg","2402_000000193348_3.jpg"
"000000083172.jpg","A woman holding a racquet on top of a tennis court.","A woman holding a shiny racquet on top of a tennis court.","add","att","2403","2403_000000083172_0.jpg","2403_000000083172_1.jpg","2403_000000083172_2.jpg","2403_000000083172_3.jpg"
"000000497599.jpg","A young man stands over a lap top computer screen.","A scowling young man stands over a lap top computer screen.","add","att","2404","2404_000000497599_0.jpg","2404_000000497599_1.jpg","2404_000000497599_2.jpg","2404_000000497599_3.jpg"
"000000032887.jpg","A man holding a stick while looking up.","A man holding a glowing stick while looking up.","add","att","2405","2405_000000032887_0.jpg","2405_000000032887_1.jpg","2405_000000032887_2.jpg","2405_000000032887_3.jpg"
"000000399205.jpg","A group of men standing around a sidewalk together.","A group of men standing around a cracked sidewalk together.","add","att","2406","2406_000000399205_0.jpg","2406_000000399205_1.jpg","2406_000000399205_2.jpg","2406_000000399205_3.jpg"
"000000578093.jpg","A train is moving through a train station.","A train is moving through an overcrowded train station.","add","att","2407","2407_000000578093_0.jpg","2407_000000578093_1.jpg","2407_000000578093_2.jpg","2407_000000578093_3.jpg"
"000000134882.jpg","A cat laying on a bed in front of a book shelf.","A cat laying on a bed in front of a tilted book shelf.","add","att","2408","2408_000000134882_0.jpg","2408_000000134882_1.jpg","2408_000000134882_2.jpg","2408_000000134882_3.jpg"
"000000072813.jpg","A cute brown puppy is snuggled on a rumpled bed.","A cute brown puppy is snuggled on a velvet rumpled bed.","add","att","2409","2409_000000072813_0.jpg","2409_000000072813_1.jpg","2409_000000072813_2.jpg","2409_000000072813_3.jpg"
"000000544565.jpg","a plate of scones covered with chocolate sauce","A crystal plate of scones covered with chocolate sauce.","add","att","2410","2410_000000544565_0.jpg","2410_000000544565_1.jpg","2410_000000544565_2.jpg","2410_000000544565_3.jpg"
"000000166563.jpg","A large statue of an elephant is attached to a business sign.","An overgrown large statue of an elephant is attached to a business sign.","add","att","2411","2411_000000166563_0.jpg","2411_000000166563_1.jpg","2411_000000166563_2.jpg","2411_000000166563_3.jpg"
"000000263463.jpg","a reflection of a dog looking out a window in a side view mirror","A reflection of a dog looking out a smudged window in a side view mirror.","add","att","2412","2412_000000263463_0.jpg","2412_000000263463_1.jpg","2412_000000263463_2.jpg","2412_000000263463_3.jpg"
"000000301867.jpg","Three young women smile brightly together under a large umbrella.","Three young women smile brightly together under a spotted large umbrella.","add","att","2413","2413_000000301867_0.jpg","2413_000000301867_1.jpg","2413_000000301867_2.jpg","2413_000000301867_3.jpg"
"000000218091.jpg","A room with a bed, a desk, and a television.","A cluttered room with a bed, a desk, and a television.","add","att","2414","2414_000000218091_0.jpg","2414_000000218091_1.jpg","2414_000000218091_2.jpg","2414_000000218091_3.jpg"
"000000569917.jpg","A small bathroom has a sink and a storage rack over the toilet.","A small bathroom has a cracked sink and a storage rack over the toilet.","add","att","2415","2415_000000569917_0.jpg","2415_000000569917_1.jpg","2415_000000569917_2.jpg","2415_000000569917_3.jpg"
"000000430961.jpg","A baseball player lunges and reaches back with the ball.","A left-handed baseball player lunges and reaches back with the ball.","add","att","2416","2416_000000430961_0.jpg","2416_000000430961_1.jpg","2416_000000430961_2.jpg","2416_000000430961_3.jpg"
"000000248980.jpg","A blue plate with a green salad on top of it.","A chipped blue plate with a green salad on top of it.","add","att","2417","2417_000000248980_0.jpg","2417_000000248980_1.jpg","2417_000000248980_2.jpg","2417_000000248980_3.jpg"
"000000572517.jpg","A Polar Bear walks toward water, while a large bird lands on the opposite bank.","A scruffy Polar Bear walks toward water, while a large bird lands on the opposite bank.","add","att","2418","2418_000000572517_0.jpg","2418_000000572517_1.jpg","2418_000000572517_2.jpg","2418_000000572517_3.jpg"
"000000567640.jpg","The boys are playing soccer and they are running the ball","The boys are playing indoor soccer and they are running the ball.","add","att","2419","2419_000000567640_0.jpg","2419_000000567640_1.jpg","2419_000000567640_2.jpg","2419_000000567640_3.jpg"
"000000452084.jpg","A box contains a breakfast with an omelet, tomato slices, a sausage, and some toast.","A box contains a breakfast with an omelet, pickled tomato slices, a sausage, and some toast.","add","att","2420","2420_000000452084_0.jpg","2420_000000452084_1.jpg","2420_000000452084_2.jpg","2420_000000452084_3.jpg"
"000000087470.jpg","A herd of cattle walking down a road being followed by a cowboy.","A spotted herd of cattle walking down a road being followed by a cowboy.","add","att","2421","2421_000000087470_0.jpg","2421_000000087470_1.jpg","2421_000000087470_2.jpg","2421_000000087470_3.jpg"
"000000263796.jpg","A red toilet with many pipes and wires behind it.","A red toilet with armrests and many pipes and wires behind it.","add","att","2422","2422_000000263796_0.jpg","2422_000000263796_1.jpg","2422_000000263796_2.jpg","2422_000000263796_3.jpg"
"000000109798.jpg","A table topped with a white plate covered in three donuts.","A table topped with a cracked white plate covered in three donuts.","add","att","2423","2423_000000109798_0.jpg","2423_000000109798_1.jpg","2423_000000109798_2.jpg","2423_000000109798_3.jpg"
"000000076731.jpg","A yellow pen on top of a closed lap top computer.","A yellow pen on top of a sparkling closed laptop computer.","add","att","2424","2424_000000076731_0.jpg","2424_000000076731_1.jpg","2424_000000076731_2.jpg","2424_000000076731_3.jpg"
"000000137576.jpg","All of the cows are poking their heads out, eating some hay.","All of the striped cows are poking their heads out, eating some hay.","add","att","2425","2425_000000137576_0.jpg","2425_000000137576_1.jpg","2425_000000137576_2.jpg","2425_000000137576_3.jpg"
"000000174482.jpg","A blue bicycle sits on a sidewalk near a street.","A foldable blue bicycle sits on a sidewalk near a street.","add","att","2426","2426_000000174482_0.jpg","2426_000000174482_1.jpg","2426_000000174482_2.jpg","2426_000000174482_3.jpg"
"000000023899.jpg","A group of men playing a game with remote controllers.","A group of men playing a holographic game with remote controllers.","add","att","2427","2427_000000023899_0.jpg","2427_000000023899_1.jpg","2427_000000023899_2.jpg","2427_000000023899_3.jpg"
"000000186980.jpg","A very pretty kitchen with a small wooden dining table.","A very pretty sun-drenched kitchen with a small wooden dining table.","add","att","2428","2428_000000186980_0.jpg","2428_000000186980_1.jpg","2428_000000186980_2.jpg","2428_000000186980_3.jpg"
"000000367680.jpg","Several vehicles and a horse drawn cart pull up outside of a building.","Several vehicles and an illuminated horse drawn cart pull up outside of a building.","add","att","2429","2429_000000367680_0.jpg","2429_000000367680_1.jpg","2429_000000367680_2.jpg","2429_000000367680_3.jpg"
"000000121506.jpg","A beige outdoor umbrella is blown upside down.","A floral-printed beige outdoor umbrella is blown upside down.","add","att","2430","2430_000000121506_0.jpg","2430_000000121506_1.jpg","2430_000000121506_2.jpg","2430_000000121506_3.jpg"
"000000172571.jpg","A sliced pizza sitting on a table next to a glass of water and a glass of wine.","A sliced pizza sitting on a table next to a frosted glass of water and a glass of wine.","add","att","2431","2431_000000172571_0.jpg","2431_000000172571_1.jpg","2431_000000172571_2.jpg","2431_000000172571_3.jpg"
"000000159458.jpg","A dog rests on a bed in a bedroom where one person is also sitting.","A dog rests on an ornate bed in a bedroom where one person is also sitting.","add","att","2432","2432_000000159458_0.jpg","2432_000000159458_1.jpg","2432_000000159458_2.jpg","2432_000000159458_3.jpg"
"000000348708.jpg","The banana is laying next to an almost empty bowl.","The banana is laying next to a cracked almost empty bowl.","add","att","2433","2433_000000348708_0.jpg","2433_000000348708_1.jpg","2433_000000348708_2.jpg","2433_000000348708_3.jpg"
"000000552902.jpg","A zebra grazes in a field adjacent to trees.","A spotted zebra grazes in a field adjacent to trees.","add","att","2434","2434_000000552902_0.jpg","2434_000000552902_1.jpg","2434_000000552902_2.jpg","2434_000000552902_3.jpg"
"000000162035.jpg","A sign on a sidewalk has a teddy bear on it.","A glowing sign on a sidewalk has a teddy bear on it.","add","att","2435","2435_000000162035_0.jpg","2435_000000162035_1.jpg","2435_000000162035_2.jpg","2435_000000162035_3.jpg"
"000000101762.jpg","A small cat is walking behind a bike.","A small cat is walking behind a folding bike.","add","att","2436","2436_000000101762_0.jpg","2436_000000101762_1.jpg","2436_000000101762_2.jpg","2436_000000101762_3.jpg"
"000000190923.jpg","A traffic light with a one way sign near a trash can.","A twinkling traffic light with a one way sign near a trash can.","add","att","2437","2437_000000190923_0.jpg","2437_000000190923_1.jpg","2437_000000190923_2.jpg","2437_000000190923_3.jpg"
"000000227478.jpg","A pair of girls sit on a bench outside.","A pair of sunglasses-wearing girls sit on a bench outside.","add","att","2438","2438_000000227478_0.jpg","2438_000000227478_1.jpg","2438_000000227478_2.jpg","2438_000000227478_3.jpg"
"000000128476.jpg","A display of several elaborately decorated pink and white cakes.","A display of several elaborately decorated pink and white layered cakes.","add","att","2439","2439_000000128476_0.jpg","2439_000000128476_1.jpg","2439_000000128476_2.jpg","2439_000000128476_3.jpg"
"000000035963.jpg","A statue with two stuffed animals on top of it sitting in a patch of dirt.","A cracked statue with two stuffed animals on top of it sitting in a patch of dirt.","add","att","2440","2440_000000035963_0.jpg","2440_000000035963_1.jpg","2440_000000035963_2.jpg","2440_000000035963_3.jpg"
"000000500663.jpg","Cattle are grazing in a bright green pasture along a river and mountains.","Cattle are grazing in a bright green pasture along a river and snowy mountains.","add","att","2441","2441_000000500663_0.jpg","2441_000000500663_1.jpg","2441_000000500663_2.jpg","2441_000000500663_3.jpg"
"000000060347.jpg","A man sitting on a bench surrounded by trees.","A man sitting on a bench surrounded by fruit-bearing trees.","add","att","2442","2442_000000060347_0.jpg","2442_000000060347_1.jpg","2442_000000060347_2.jpg","2442_000000060347_3.jpg"
"000000489842.jpg","A black and white image of people sitting near a santa","A black and white image of people in clown costumes sitting near a santa.","add","att","2443","2443_000000489842_0.jpg","2443_000000489842_1.jpg","2443_000000489842_2.jpg","2443_000000489842_3.jpg"
"000000471869.jpg","A teddy bear sitting on a blue chair.","An oversized teddy bear sitting on a blue chair.","add","att","2444","2444_000000471869_0.jpg","2444_000000471869_1.jpg","2444_000000471869_2.jpg","2444_000000471869_3.jpg"
"000000029640.jpg","A skillet contains diced meat and mixed vegetables.","An enamel-coated skillet contains diced meat and mixed vegetables.","add","att","2445","2445_000000029640_0.jpg","2445_000000029640_1.jpg","2445_000000029640_2.jpg","2445_000000029640_3.jpg"
"000000024919.jpg","a number of horses standing near one another","A number of spotted horses standing near one another.","add","att","2446","2446_000000024919_0.jpg","2446_000000024919_1.jpg","2446_000000024919_2.jpg","2446_000000024919_3.jpg"
"000000110211.jpg","Zebras share a grassland with wild pigs in Africa.","Zebras share a grassland with striped wild pigs in Africa.","add","att","2447","2447_000000110211_0.jpg","2447_000000110211_1.jpg","2447_000000110211_2.jpg","2447_000000110211_3.jpg"
"000000425702.jpg","A surfer walking on a beach holding a surfboard.","A surfer walking on a beach holding a decal-covered surfboard.","add","att","2448","2448_000000425702_0.jpg","2448_000000425702_1.jpg","2448_000000425702_2.jpg","2448_000000425702_3.jpg"
"000000062025.jpg","A bathroom with a sink, toilet and tub in front of a large mirror.","A bathroom with a sink, toilet and tub in front of a foggy large mirror.","add","att","2449","2449_000000062025_0.jpg","2449_000000062025_1.jpg","2449_000000062025_2.jpg","2449_000000062025_3.jpg"
"000000350002.jpg","A woman with white makeup is in a salon.","A woman with sparkling white makeup is in a salon.","add","att","2450","2450_000000350002_0.jpg","2450_000000350002_1.jpg","2450_000000350002_2.jpg","2450_000000350002_3.jpg"
"000000363666.jpg","A few men eating an assortment of foods at a table.","A few men eating an assortment of foods at a glass table.","add","att","2451","2451_000000363666_0.jpg","2451_000000363666_1.jpg","2451_000000363666_2.jpg","2451_000000363666_3.jpg"
"000000578500.jpg","The room has red wall, white carpet and matching furniture.","The room has red wall, white carpet and velvet matching furniture.","add","att","2452","2452_000000578500_0.jpg","2452_000000578500_1.jpg","2452_000000578500_2.jpg","2452_000000578500_3.jpg"
"000000515579.jpg","A man holding a ball while standing next to a gate.","A man holding a ball while standing next to an electric gate.","add","att","2453","2453_000000515579_0.jpg","2453_000000515579_1.jpg","2453_000000515579_2.jpg","2453_000000515579_3.jpg"
"000000064462.jpg","A woman smiles as she stands in skis on a snowy hill.","A woman smiles as she stands in glittery skis on a snowy hill.","add","att","2454","2454_000000064462_0.jpg","2454_000000064462_1.jpg","2454_000000064462_2.jpg","2454_000000064462_3.jpg"
"000000267434.jpg","Several cows grazing in the field with a house in the background.","Several cows grazing in the muddy field with a house in the background.","add","att","2455","2455_000000267434_0.jpg","2455_000000267434_1.jpg","2455_000000267434_2.jpg","2455_000000267434_3.jpg"
"000000226147.jpg","A woman that is sitting down in front of a table.","A woman that is sitting down in front of a wobbly table.","add","att","2456","2456_000000226147_0.jpg","2456_000000226147_1.jpg","2456_000000226147_2.jpg","2456_000000226147_3.jpg"
"000000268996.jpg","A city street sign mounted on a black pole near a high rise building.","A city street sign mounted on a twisted black pole near a high rise building.","add","att","2457","2457_000000268996_0.jpg","2457_000000268996_1.jpg","2457_000000268996_2.jpg","2457_000000268996_3.jpg"
"000000488736.jpg","Large four sided clock hangs on the corner of the building.","A large digital four sided clock hangs on the corner of the building.","add","att","2458","2458_000000488736_0.jpg","2458_000000488736_1.jpg","2458_000000488736_2.jpg","2458_000000488736_3.jpg"
"000000454750.jpg","One zebra resting its head on the back of another.","One zebra resting its head on the spotty back of another.","add","att","2459","2459_000000454750_0.jpg","2459_000000454750_1.jpg","2459_000000454750_2.jpg","2459_000000454750_3.jpg"
